BatteryId,Policy,NObservedCycle,PredictionTest,SOHEarly20Mean,SOHLate20Mean,SOHLateMinusEarly,IREarly20Mean,IRLate20Mean,IRLateMinusEarly,TemperatureEarly20Mean,TemperatureLate20Mean,TemperatureLateMinusEarly,ChargeTimeEarly20Mean,ChargeTimeLate20Mean,ChargeTimeLateMinusEarly
18,5C_67PER_4C_NEWSTRUCTURE,200,0,0.9987192930122399,0.9953752892260084,-0.003344003786231564,0.015310966750000002,0.015214228599999999,-9.673815000000273e-05,32.91287914131809,33.55846854524338,0.6455894039252854,10.043552083333351,10.043348833333393,-0.00020324999995757764
19,5_3C_54PER_4C_NEWSTRUCTURE,200,0,0.9988852872544409,0.9974757881876226,-0.0014094990668183094,0.01581132995,0.01589015245,7.882249999999896e-05,32.97038799856682,33.465551308653744,0.49516331008692305,10.041396499999971,10.041722499999835,0.0003259999998643792
20,4_8C_80PER_4_8C_NEWSTRUCTURE,200,0,0.9988747097654764,0.9961162470488285,-0.0027584627166479248,0.015409147499999998,0.015378326050000002,-3.082144999999592e-05,32.42599258863792,32.95333221676704,0.5273396281291198,11.042397999999997,11.038448333333069,-0.003949666666928309
21,5_6C_19PER_4_6C_NEWSTRUCTURE,200,0,0.9992345301802728,0.9936804834170699,-0.005554046763202813,0.015539436649999998,0.01549204505,-4.7391599999998396e-05,34.04271930081775,34.73950265696052,0.6967833561427668,10.041881000000016,10.042087916666631,0.00020691666661498687
22,5_6C_36PER_4_3C_NEWSTRUCTURE,200,0,0.9991617755071532,0.9969159881256482,-0.002245787381505049,0.0160609581,0.016095967599999997,3.500949999999531e-05,33.07408122901393,33.669042026092995,0.594960797079068,10.042427416666676,10.042487750000143,6.033333346699976e-05
23,5_6C_19PER_4_6C_NEWSTRUCTURE,200,0,0.998785900589233,0.9936878011923023,-0.005098099396930733,0.015197208950000003,0.01500238555,-0.0001948234000000021,33.89694888123228,34.68873022756151,0.7917813463292305,10.042115749999988,10.0422391666669,0.00012341666691106923
26,5_3C_54PER_4C_NEWSTRUCTURE,200,0,0.9978796614941665,0.9946470841896223,-0.003232577304544182,0.0156189827,0.015419683250000002,-0.00019929944999999907,34.76065526457465,35.887470022387035,1.126814757812383,10.04215808333335,10.04207750000012,-8.058333322935596e-05
27,5_6C_19PER_4_6C_NEWSTRUCTURE,200,0,0.9994771172143668,0.9939866587400801,-0.005490458474286752,0.01502611475,0.01501135405,-1.4760699999999752e-05,35.086967489980665,36.11885712809662,1.0318896381159561,10.04283283333333,10.043110833333333,0.00027800000000333114
28,5_6C_36PER_4_3C_NEWSTRUCTURE,200,0,0.9995691357395854,0.9940787254154184,-0.005490410324166972,0.015477491749999999,0.01548441135,6.9196000000004004e-06,34.897161387685536,35.84707825328714,0.949916865601601,10.04292808333334,10.043998833333408,0.0010707500000677328
29,5C_67PER_4C_NEWSTRUCTURE,200,0,0.9990461805042903,0.9955223563395901,-0.0035238241647002067,0.015281890550000002,0.015320358250000003,3.8467700000001034e-05,32.96762828598213,33.58140378484045,0.6137754988583168,10.043168083333274,10.043038416666576,-0.00012966666669811389
30,3_7C_31PER_5_9C_NEWSTRUCTURE,200,0,0.9994543306814739,0.9728291291626519,-0.026625201518822084,0.0139794089,0.0142320892,0.00025268030000000045,34.59962619480952,35.90655191791681,1.306925723107291,10.064900499999984,10.178446666666327,0.11354616666634243
31,5C_67PER_4C_NEWSTRUCTURE,200,0,0.9982271679524747,0.9959050930861096,-0.0023220748663650426,0.015597178649999998,0.015550796050000001,-4.638259999999693e-05,34.5388476660326,35.398649672132606,0.8598020061000042,10.04194666666666,10.042228333333334,0.00028166666667317486
32,5_3C_54PER_4C_NEWSTRUCTURE,200,0,0.9983708371090518,0.9963277725662044,-0.002043064542847417,0.015653246449999998,0.01568871945,3.547300000000114e-05,35.436372662389644,36.27063350476321,0.8342608423735669,10.042109416666715,10.042059083333307,-5.033333340875856e-05
33,5_6C_19PER_4_6C_NEWSTRUCTURE,200,0,0.9987318665618771,0.9957397197180352,-0.0029921468438418586,0.015607272200000003,0.015629238150000002,2.1965949999999332e-05,35.567031648459746,36.48030454137286,0.9132728929131133,10.042213749999961,10.042327916666391,0.00011416666642993789
34,5_6C_36PER_4_3C_NEWSTRUCTURE,200,0,0.998731019117244,0.9948311930470176,-0.003899826070226431,0.014941972050000002,0.014930929600000004,-1.1042449999998372e-05,35.14675532807961,35.995484709105156,0.8487293810255494,10.044960583333346,10.044920666666595,-3.991666675062788e-05
35,3_7C_31PER_5_9C_NEWSTRUCTURE,200,0,0.999317102665198,0.962299533057186,-0.03701756960801206,0.0132251589,0.0138114054,0.0005862465000000001,35.41651724608274,37.03124610437074,1.6147288582879966,10.05844975000004,10.297562416666869,0.23911266666682884
36,5_3C_54PER_4C_NEWSTRUCTURE,200,0,0.998902777832176,0.9958086326740834,-0.003094145158092587,0.01560721205,0.0156023538,-4.858249999999814e-06,32.14741427846785,32.67891986726097,0.5315055887931237,10.043637916666652,10.04276208333322,-0.000875833333433107
37,5C_67PER_4C_NEWSTRUCTURE,200,0,0.9992155027432071,0.9951811308960894,-0.004034371847117746,0.015394246849999996,0.015331123899999998,-6.31229499999976e-05,32.962629617844996,33.74950173794517,0.7868721201001705,10.043172666666665,10.04337308333342,0.0002004166667539664
38,5_3C_54PER_4C_NEWSTRUCTURE,200,0,0.9992563503843591,0.9941472299392424,-0.005109120445116688,0.0153259078,0.01533524705,9.339250000000437e-06,35.57657323790554,36.61793697333262,1.0413637354270762,10.04394850000001,10.043458416666743,-0.000490083333266611
39,5_6C_19PER_4_6C_NEWSTRUCTURE,200,0,0.9994153063862115,0.9949481138973212,-0.00446719248889027,0.015402297700000001,0.015365810499999999,-3.648720000000265e-05,35.310086428554605,36.390616468665854,1.080530040111249,10.043517833333327,10.043607500000114,8.966666678666968e-05
40,5_6C_36PER_4_3C_NEWSTRUCTURE,200,0,0.9990725810405534,0.9934982285578947,-0.005574352482658695,0.0151665357,0.015128619399999998,-3.7916300000002956e-05,35.693326145704155,36.735570709772404,1.0422445640682483,10.043411833333327,10.04361899999989,0.00020716666656284133
41,4_8C_80PER_4_8C_NEWSTRUCTURE,200,0,0.9532584821854787,0.9501384018075931,-0.0031200803778855812,0.01467718545,0.0147305085,5.3323049999999886e-05,34.9525951475903,35.83222862790781,0.8796334803175085,11.038490250000056,11.039006083333515,0.0005158333334591703
42,5C_67PER_4C_NEWSTRUCTURE,200,0,0.9992643358554825,0.9965342216698243,-0.0027301141856581612,0.015881032499999996,0.01582702545,-5.400704999999548e-05,34.51111574331599,35.54161405663949,1.0304983133234984,10.043885749999985,10.043644333333074,-0.00024141666691157582
43,5_3C_54PER_4C_NEWSTRUCTURE,200,0,0.9984931392988333,0.9949640973662083,-0.0035290419326250433,0.015598857050000001,0.015595925850000001,-2.9312000000003557e-06,33.7462774134596,34.41421522521706,0.6679378117574615,10.043651749999984,10.043647500000185,-4.2499997991996e-06
44,5_6C_19PER_4_6C_NEWSTRUCTURE,200,0,0.9986845591908885,0.9943565510956365,-0.004328008095252023,0.015483200849999998,0.01524830055,-0.0002349002999999985,33.75515697233882,34.871344483837255,1.1161875114984383,10.04388816666671,10.04311208333335,-0.0007760833333598782
45,5_6C_36PER_4_3C_NEWSTRUCTURE,200,0,0.9983932400895718,0.9969883507548414,-0.0014048893347303748,0.01836658955,0.0183222081,-4.438144999999866e-05,33.48283724524934,34.2812670202024,0.7984297749530569,10.04307983333329,10.04272958333333,-0.00035024999995947326
46,4_8C_80PER_4_8C_NEWSTRUCTURE,200,0,0.9989097032351284,0.997156446073953,-0.001753257161175359,0.01628869595,0.01577815785,-0.0005105381000000027,32.70109969214417,34.21144128803019,1.5103415958860182,11.038382166666615,11.038379500000154,-2.6666664609820145e-06
47,5C_67PER_4C_NEWSTRUCTURE,200,0,0.9989846823076507,0.9969059537851219,-0.002078728522528772,0.015876292049999997,0.015820166599999998,-5.612544999999969e-05,33.58580151771052,34.559234039948635,0.973432522238113,10.043598000000005,10.04398941666644,0.0003914166664351626
48,5_3C_54PER_4C_NEWSTRUCTURE,200,0,0.9985142446039683,0.997183670546619,-0.0013305740573492653,0.01561026525,0.015617016000000001,6.750750000001152e-06,33.21134031364497,33.81185870356552,0.600518389920552,10.04323116666666,10.043473833333314,0.00024266666665440084
49,4_8C_80PER_4_8C_NEWSTRUCTURE,200,0,0.9989613715387484,0.9970973041232215,-0.0018640674155269155,0.015655972750000004,0.01563249925,-2.3473500000002756e-05,32.58794521995602,33.19112796824363,0.6031827482876082,11.038527916666663,11.039192250000289,0.0006643333336260326
