Policy,Cycle,SOHEstimate,BootstrapSE,CI95Low,CI95High
3_6C-80PER_3_6C,44,1.001897458801658,0.002586879316058794,0.9982056426260241,1.0055892749772917
3_6C-80PER_3_6C,45,1.001907301339169,0.002590593587866412,0.9982101844103634,1.0056044182679749
3_6C-80PER_3_6C,46,1.0019152587399773,0.002594241932130913,0.9982129351452531,1.0056175823347013
3_6C-80PER_3_6C,47,1.0019214390387505,0.002597821881526588,0.998214006386559,1.005628871690942
3_6C-80PER_3_6C,48,1.0019259502701565,0.0026013309687277866,0.998213509690146,1.005638390850167
3_6C-80PER_3_6C,49,1.0019289004688632,0.0026047667264092883,0.998211556611879,1.0056462443258471
3_6C-80PER_3_6C,50,1.0019303976695386,0.002608126687245194,0.9982082587076238,1.0056525366314533
3_6C-80PER_3_6C,51,1.0019305369857714,0.002611408539003358,0.9982037143908277,1.0056573595807152
3_6C-80PER_3_6C,52,1.0019293618468332,0.002614610589823792,0.9981979695052683,1.0056607541883984
3_6C-80PER_3_6C,53,1.0019269027609168,0.0026177313029397743,0.9981910567523058,1.0056627487695273
3_6C-80PER_3_6C,54,1.001923190236214,0.002620769141584493,0.9981830088333006,1.0056633716391268
3_6C-80PER_3_6C,55,1.0019182547809173,0.00262372256899139,0.9981738584496128,1.0056626511122218
3_6C-80PER_3_6C,56,1.0019121269032196,0.002626590048393743,0.9981636383026024,1.0056606155038368
3_6C-80PER_3_6C,57,1.001904837111313,0.0026293700430244397,0.9981523810936298,1.0056572931289958
3_6C-80PER_3_6C,58,1.0018964159133898,0.00263206101611705,0.9981401195240552,1.0056527123027243
3_6C-80PER_3_6C,59,1.0018868938176428,0.0026346614309048573,0.9981268862952384,1.0056469013400469
3_6C-80PER_3_6C,60,1.001876301332264,0.0026371697506209586,0.9981127141085401,1.005639888555988
3_6C-80PER_3_6C,61,1.0018646689654462,0.002639584438498678,0.9980976356653202,1.005631702265572
3_6C-80PER_3_6C,62,1.0018520272253815,0.0026419039577710965,0.998081683666939,1.0056223707838239
3_6C-80PER_3_6C,63,1.0018384066202626,0.002644126771671995,0.9980648908147561,1.0056119224257687
3_6C-80PER_3_6C,64,1.0018238376582815,0.0026462513434340087,0.9980472898101327,1.0056003855064302
3_6C-80PER_3_6C,65,1.001808350847631,0.0026482761362908707,0.9980289133544282,1.005587788340834
3_6C-80PER_3_6C,66,1.0017919766965035,0.0026501996134755436,0.998009794149003,1.005574159244004
3_6C-80PER_3_6C,67,1.0017747457130914,0.0026520202382213027,0.9979899648952175,1.005559526530965
3_6C-80PER_3_6C,68,1.001756688405587,0.002653736473761512,0.9979694582944317,1.0055439185167419
3_6C-80PER_3_6C,69,1.0017378352821826,0.0026553467833294155,0.9979483070480057,1.0055273635163593
3_6C-80PER_3_6C,70,1.0017182168510708,0.0026568496301584512,0.9979265438572995,1.005509889844842
3_6C-80PER_3_6C,71,1.001697863620444,0.00265824347748145,0.9979042014236738,1.0054915258172141
3_6C-80PER_3_6C,72,1.0016768060984949,0.002659526788531895,0.9978813124484884,1.0054722997485008
3_6C-80PER_3_6C,73,1.0016550747934152,0.002660698026543154,0.9978579096331036,1.0054522399537267
3_6C-80PER_3_6C,74,1.001632700213398,0.0026617556547484204,0.9978340256788797,1.0054313747479164
3_6C-80PER_3_6C,75,1.0016097128666355,0.0026626981363807745,0.9978096932871766,1.0054097324460942
3_6C-80PER_3_6C,76,1.00158614326132,0.0026635239346736567,0.9977849451593547,1.0053873413632852
3_6C-80PER_3_6C,77,1.001562021905644,0.002664231512860401,0.9977598139967738,1.005364229814514
3_6C-80PER_3_6C,78,1.0015373793078,0.0026648193341739855,0.9977343325007949,1.0053404261148053
3_6C-80PER_3_6C,79,1.0015122459759802,0.002665285861847774,0.9977085333727773,1.005315958579183
3_6C-80PER_3_6C,80,1.0014866524183774,0.00266562955911535,0.9976824493140816,1.0052908555226732
3_6C-80PER_3_6C,81,1.0014606291431836,0.002665848889209526,0.9976561130260679,1.0052651452602994
3_6C-80PER_3_6C,82,1.0014342066585917,0.0026659423153636663,0.9976295572100967,1.0052388561070866
3_6C-80PER_3_6C,83,1.0014074154727934,0.0026659083008112546,0.9976028145675276,1.0052120163780598
3_6C-80PER_3_6C,84,1.0013802860939818,0.0026657453087853508,0.9975759177997209,1.0051846543882428
3_6C-80PER_3_6C,85,1.0013528490303492,0.0026654518025192005,0.9975488996080372,1.005156798452661
3_6C-80PER_3_6C,86,1.0013251347900876,0.0026650262452460926,0.9975217926938363,1.0051284768863389
3_6C-80PER_3_6C,87,1.0012971738813898,0.002664467100199369,0.9974946297584785,1.005099718004301
3_6C-80PER_3_6C,88,1.001268996812448,0.002663772830612187,0.9974674435033238,1.005070550121572
3_6C-80PER_3_6C,89,1.0012406340914548,0.0026629418997177468,0.997440266629733,1.0050410015531765
3_6C-80PER_3_6C,90,1.0012121162266026,0.0026619727707495855,0.9974131318390657,1.0050111006141398
3_6C-80PER_3_6C,91,1.0011834737260839,0.0026608639069407337,0.9973860718326818,1.0049808756194856
3_6C-80PER_3_6C,92,1.0011547370980907,0.0026596137715244705,0.9973591193119422,1.0049503548842391
3_6C-80PER_3_6C,93,1.0011259368508159,0.0026582208277339796,0.997332306978207,1.004919566723425
3_6C-80PER_3_6C,94,1.0010971034924516,0.00265668353880279,0.9973056675328356,1.0048885394520677
3_6C-80PER_3_6C,95,1.0010682675311906,0.0026550003679638896,0.9972792336771891,1.0048573013851918
3_6C-80PER_3_6C,96,1.0010394594752248,0.0026531697784505006,0.9972530381126273,1.004825880837822
3_6C-80PER_3_6C,97,1.001010709832747,0.002651190233496101,0.9972271135405105,1.0047943061249833
3_6C-80PER_3_6C,98,1.0009820491119494,0.0026490601963340137,0.9972014926621984,1.0047626055617003
3_6C-80PER_3_6C,99,1.0009535078210248,0.002646778130197175,0.9971762081790517,1.0047308074629973
3_6C-80PER_3_6C,100,1.0009251164681647,0.00264434249831901,0.9971512927924306,1.0046989401438993
3_6C-80PER_3_6C,101,1.0008968982329403,0.0026417518742142252,0.9971267717176862,1.004667024748194
3_6C-80PER_3_6C,102,1.0008688469804305,0.0026390052725233436,0.9971026402261363,1.0046350537347246
3_6C-80PER_3_6C,103,1.0008409492470929,0.0026361018181682884,0.9970788861030887,1.004603012391097
3_6C-80PER_3_6C,104,1.0008131915693848,0.0026330406360710675,0.9970554971338524,1.0045708860049174
3_6C-80PER_3_6C,105,1.0007855604837634,0.002629820851153349,0.9970324611037356,1.004538659863791
3_6C-80PER_3_6C,106,1.0007580425266864,0.0026264415883372996,0.9970097657980471,1.0045063192553252
3_6C-80PER_3_6C,107,1.0007306242346106,0.0026229019725450054,0.9969873990020952,1.004473849467126
3_6C-80PER_3_6C,108,1.0007032921439933,0.002619201128698047,0.9969653485011885,1.0044412357867984
3_6C-80PER_3_6C,109,1.0006760327912925,0.0026153381817186267,0.9969436020806354,1.0044084635019495
3_6C-80PER_3_6C,110,1.000648832712965,0.0026113122565284094,0.9969221475257447,1.004375517900185
3_6C-80PER_3_6C,111,1.000621678445468,0.002607122478049878,0.9969009726218244,1.0043423842691115
3_6C-80PER_3_6C,112,1.000594556525259,0.0026027679712043645,0.9968800651541836,1.0043090478963344
3_6C-80PER_3_6C,113,1.0005674534887954,0.002598247860914086,0.9968594129081304,1.00427549406946
3_6C-80PER_3_6C,114,1.000540355872534,0.002593561272100865,0.9968390036689738,1.0042417080760948
3_6C-80PER_3_6C,115,1.0005132502129332,0.002588707329687003,0.9968188252220214,1.004207675203845
3_6C-80PER_3_6C,116,1.0004861230464495,0.002583685158594071,0.9967988653525826,1.0041733807403161
3_6C-80PER_3_6C,117,1.00045896090954,0.002578493883744058,0.9967791118459653,1.0041388099731143
3_6C-80PER_3_6C,118,1.0004317503386624,0.00257313263005903,0.9967595524874785,1.0041039481898462
3_6C-80PER_3_6C,119,1.000404477870274,0.002567600522460761,0.9967401750624305,1.0040687806781174
3_6C-80PER_3_6C,120,1.0003771300408322,0.0025618966858713898,0.9967209673561299,1.0040332927255347
3_6C-80PER_3_6C,121,1.0003496933867941,0.0025560202452127117,0.996701917153885,1.0039974696197034
3_6C-80PER_3_6C,122,1.0003221544446173,0.002549970325406701,0.9966830122410042,1.0039612966482299
3_6C-80PER_3_6C,123,1.0002944997507588,0.0025437460513751506,0.9966642404027968,1.0039247590987204
3_6C-80PER_3_6C,124,1.0002667158416758,0.002537346548040348,0.9966455894245705,1.0038878422587811
3_6C-80PER_3_6C,125,1.000238789253826,0.00253077094032409,0.9966270470916337,1.0038505314160182
3_6C-80PER_3_6C,126,1.0002107065236665,0.0025240183531482553,0.9966086011892955,1.0038128118580374
3_6C-80PER_3_6C,127,1.000182454187655,0.002517087911434645,0.9965902395028645,1.0037746688724452
3_6C-80PER_3_6C,128,1.000154018782248,0.0025099787401054664,0.9965719498176485,1.0037360877468473
3_6C-80PER_3_6C,129,1.0001253868439035,0.0025026899640825818,0.9965537199189566,1.0036970537688503
3_6C-80PER_3_6C,130,1.0000965449090786,0.0024952207082877586,0.9965355375920971,1.0036575522260598
3_6C-80PER_3_6C,131,1.0000674795142304,0.002487570097643202,0.9965173906223784,1.0036175684060824
3_6C-80PER_3_6C,132,1.0000381771958167,0.002479737257070847,0.9964992667951089,1.0035770875965242
3_6C-80PER_3_6C,133,1.0000086244902946,0.002471721311492207,0.9964811538955979,1.0035360950849908
3_6C-80PER_3_6C,134,0.999978807934121,0.0024635213858297767,0.9964630397091532,1.003494576159089
3_6C-80PER_3_6C,135,0.9999487140637537,0.002455136605005131,0.9964449120210833,1.003452516106424
3_6C-80PER_3_6C,136,0.9999183294156498,0.0024465660939401996,0.9964267586166969,1.0034099002146024
3_6C-80PER_3_6C,137,0.9998876405262669,0.002437808977557471,0.9964085672813024,1.0033667137712312
3_6C-80PER_3_6C,138,0.9998566339320617,0.0024288643807780126,0.9963903258002088,1.003322942063915
3_6C-80PER_3_6C,139,0.9998252961694925,0.00241973142852443,0.9963720219587239,1.0032785703802607
3_6C-80PER_3_6C,140,0.9997936137750155,0.0024104092457183416,0.9963536435421566,1.003233584007874
3_6C-80PER_3_6C,141,0.9997615732850886,0.002400896957281963,0.9963351783358152,1.0031879682343618
3_6C-80PER_3_6C,142,0.9997291612361692,0.0023911936881370085,0.9963166141250085,1.0031417083473297
3_6C-80PER_3_6C,143,0.9996963641647143,0.0023812985632053647,0.9962979386950449,1.0030947896343836
3_6C-80PER_3_6C,144,0.9996631686071813,0.0023712107074092058,0.9962791398312328,1.00304719738313
3_6C-80PER_3_6C,145,0.9996295611000279,0.002360929245670334,0.9962602053188805,1.0029989168811748
3_6C-80PER_3_6C,146,0.9995955281797108,0.0023504533029107405,0.996241122943297,1.0029499334161243
3_6C-80PER_3_6C,147,0.9995610563826876,0.0023397820040522432,0.9962218804897905,1.0029002322755842
3_6C-80PER_3_6C,148,0.9995261322454155,0.0023289144740168926,0.99620246574367,1.0028497987471612
3_6C-80PER_3_6C,149,0.9994907423043523,0.0023178498377266774,0.9961828664902433,1.0027986181184612
3_6C-80PER_3_6C,150,0.9994548730959547,0.0023065872201034313,0.9961630705148191,1.0027466756770897
3_6C-80PER_3_6C,151,0.9994185114393088,0.0022951236895266884,0.9961430688202908,1.0026939540583266
3_6C-80PER_3_6C,152,0.9993816452840151,0.00228344808820617,0.996122865279889,1.0026404252881411
3_6C-80PER_3_6C,153,0.9993442628623026,0.0022715472018092855,0.9961024669844292,1.0025860587401758
3_6C-80PER_3_6C,154,0.9993063524064004,0.0022594078160032916,0.9960818810247272,1.002530823788074
3_6C-80PER_3_6C,155,0.9992679021485376,0.0022470167164552915,0.9960611144915981,1.0024746898054768
3_6C-80PER_3_6C,156,0.9992289003209428,0.0022343606888327507,0.9960401744758576,1.002417626166028
3_6C-80PER_3_6C,157,0.9991893351558456,0.0022214265188031904,0.9960190680683207,1.00235960224337
3_6C-80PER_3_6C,158,0.9991491948854746,0.0022082009920336215,0.9959978023598037,1.0023005874111455
3_6C-80PER_3_6C,159,0.9991084677420592,0.0021946708941914697,0.9959763844411216,1.0022405510429968
3_6C-80PER_3_6C,160,0.9990671419578281,0.0021808230109438206,0.9959548214030897,1.002179462512566
3_6C-80PER_3_6C,161,0.9990252057650104,0.0021666441279582804,0.9959331203365239,1.0021172911934968
3_6C-80PER_3_6C,162,0.9989826473958353,0.0021521210309020694,0.9959112883322394,1.0020540064594312
3_6C-80PER_3_6C,163,0.9989394550825318,0.0021372405054425783,0.9958893324810515,1.001989577684012
3_6C-80PER_3_6C,164,0.9988956170573288,0.0021219893372467955,0.9958672598737761,1.0019239742408812
3_6C-80PER_3_6C,165,0.9988511215524554,0.002106354311982176,0.9958450776012286,1.0018571655036819
3_6C-80PER_3_6C,166,0.9988059568001407,0.002090322215316245,0.9958227927542241,1.0017891208460568
3_6C-80PER_3_6C,167,0.9987601110326136,0.0020738798329161196,0.9958004124235785,1.0017198096416484
3_6C-80PER_3_6C,168,0.998713572482103,0.0020570139504489183,0.9957779437001074,1.001649201264099
3_6C-80PER_3_6C,169,0.9986663293808384,0.0020397113535823254,0.9957553936746257,1.0015772650870516
3_6C-80PER_3_6C,170,0.9986183699610486,0.0020219588279835016,0.9957327694379491,1.0015039704841484
3_6C-80PER_3_6C,171,0.9985696824549626,0.0020037431593195425,0.9957100780808932,1.001429286829032
3_6C-80PER_3_6C,172,0.9985202550948095,0.001985051133257909,0.9956873266942736,1.0013531834953453
3_6C-80PER_3_6C,173,0.998470076112818,0.0019658695354660494,0.9956645223689055,1.001275629856731
3_6C-80PER_3_6C,174,0.9984191337412176,0.0019461851516111134,0.9956416721956041,1.0011965952868311
3_6C-80PER_3_6C,175,0.9983674162122371,0.0019259847673603983,0.9956187832651856,1.0011160491592888
3_6C-80PER_3_6C,176,0.9983149117581056,0.0019052551683812285,0.9955958626684652,1.0010339608477463
3_6C-80PER_3_6C,177,0.9982616086110523,0.0018839831403409289,0.9955729174962579,1.0009502997258461
3_6C-80PER_3_6C,178,0.9982074950033057,0.0018621554689066994,0.99554995483938,1.0008650351672312
3_6C-80PER_3_6C,179,0.9981525591670954,0.0018397589397459774,0.9955269817886465,1.0007781365455442
3_6C-80PER_3_6C,180,0.9980967893346502,0.001816780338526088,0.9955040054348727,1.0006895732344272
3_6C-80PER_3_6C,181,0.9980401737381989,0.0017932064509143513,0.9954810328688742,1.0005993146075234
3_6C-80PER_3_6C,182,0.997982700609971,0.001769024062577846,0.9954580711814669,1.0005073300384748
3_6C-80PER_3_6C,183,0.997924358182195,0.001744219959184068,0.9954351274634656,1.0004135889009242
3_6C-80PER_3_6C,184,0.9978651346871005,0.0017187809264003675,0.9954122088056863,1.0003180605685147
3_6C-80PER_3_6C,185,0.9978050183569163,0.0016926937498939086,0.9953893222989443,1.0002207144148882
3_6C-80PER_3_6C,186,0.9977439974238713,0.0016659452153318108,0.9953664750340551,1.000121519813687
3_6C-80PER_3_6C,187,0.9976820601201948,0.0016385221083819771,0.9953436741018341,1.0000204461385553
3_6C-80PER_3_6C,188,0.9976191946781154,0.0016104112147111013,0.9953209265930969,0.999917462763134
3_6C-80PER_3_6C,189,0.9975553893298627,0.0015815993199868946,0.9952982395986587,0.9998125390610665
3_6C-80PER_3_6C,190,0.9974906323076651,0.0015520732098763083,0.9952756202093355,0.999705644405995
3_6C-80PER_3_6C,191,0.9974249118437524,0.0015218196700469862,0.9952530755159421,0.9995967481715624
3_6C-80PER_3_6C,192,0.9973582161703529,0.0014908254861661326,0.9952306126092945,0.9994858197314114
3_6C-80PER_3_6C,193,0.997290533519696,0.0014590774439009423,0.9952082385802078,0.9993728284591842
3_6C-80PER_3_6C,194,0.9972218521240107,0.0014265623289185978,0.9951859605194979,0.9992577437285232
3_6C-80PER_3_6C,195,0.9971521602155261,0.0013932669268868192,0.9951637855179798,0.9991405349130718
3_6C-80PER_3_6C,196,0.9970814460264709,0.0013591780234725515,0.9951417206664697,0.9990211713864722
3_6C-80PER_3_6C,197,0.9970096977890746,0.001324282404343192,0.9951197730557823,0.9988996225223666
3_6C-80PER_3_6C,198,0.9969369037355658,0.0012885668551662456,0.995097949776733,0.9987758576943981
3_6C-80PER_3_6C,199,0.9968630520981738,0.0012520181616087931,0.9950762579201382,0.9986498462762095
3_6C-80PER_3_6C,200,0.9967881311091279,0.0012146231093381576,0.9950547045768127,0.9985215576414427
80PER_3_6C,1,0.9985361326138074,0.0009033067659977407,0.9972453421486918,0.9998269230789228
80PER_3_6C,2,0.9985499695567776,0.000815872772634988,0.9973841188897548,0.9997158202238002
80PER_3_6C,3,0.9985604866539979,0.0007300948988265464,0.9975172092542167,0.9996037640537789
80PER_3_6C,4,0.998567743770361,0.0006459433849646246,0.9976447156323001,0.9994907719084221
80PER_3_6C,5,0.9985718007707598,0.0005633884714418081,0.9977667404142264,0.9993768611272931
80PER_3_6C,6,0.9985727175200868,0.00048240039865010307,0.9978833859902185,0.9992620490499549
80PER_3_6C,7,0.9985705538832347,0.0004029494069821265,0.9979947547504981,0.9991463530159711
80PER_3_6C,8,0.9985653697250964,0.00032500573683016005,0.9981009490852876,0.999029790364905
80PER_3_6C,9,0.9985572249105644,0.0002485396285864458,0.9982020713848091,0.9989123784363197
80PER_3_6C,10,0.9985461793045315,0.00017352132264336102,0.9982982240392846,0.9987941345697784
80PER_3_6C,11,0.9985322927718905,9.992105939327736e-05,0.9983895094389365,0.9986750761048445
80PER_3_6C,12,0.9985156251775339,2.770907922849857e-05,0.9984760299739867,0.9985552203810811
80PER_3_6C,13,0.9984962363863547,4.314437745869574e-05,0.9984345847380516,0.9985578880346576
80PER_3_6C,14,0.9984741862632451,0.00011266907027591351,0.9983131865153191,0.9986351860111713
80PER_3_6C,15,0.9984495346730985,0.00018089475883080146,0.998191043052447,0.9987080262937499
80PER_3_6C,16,0.9984223414808071,0.0002478512027310807,0.9980681716889984,0.9987765112726156
80PER_3_6C,17,0.9983926665512638,0.0003135681615844416,0.9979445897645366,0.9988407433379906
80PER_3_6C,18,0.998360569749361,0.00037807539499844976,0.9978203146186251,0.998900824880097
80PER_3_6C,19,0.9983261109399919,0.00044140266258079435,0.9976953635908269,0.9989568582891569
80PER_3_6C,20,0.998289349988049,0.0005035797239391431,0.9975697540207054,0.9990089459553926
80PER_3_6C,21,0.998250346758425,0.0005646363386812218,0.9974435032478236,0.9990571902690261
80PER_3_6C,22,0.9982091611160124,0.0006246022664146983,0.9973166286117451,0.9991016936202799
80PER_3_6C,23,0.9981658529257043,0.0006835072667471442,0.9971891474520328,0.9991425583993756
80PER_3_6C,24,0.9981204820523931,0.0007413810992863417,0.9970610771082502,0.9991798869965359
80PER_3_6C,25,0.9980731083609716,0.000798253523639806,0.9969324349199606,0.9992137818019826
80PER_3_6C,26,0.9980237917163326,0.0008541542994153134,0.9968032382267271,0.999244345205938
80PER_3_6C,27,0.9979725919833687,0.0009091131862206836,0.9966735043681129,0.9992716795986245
80PER_3_6C,28,0.9979195690269727,0.0009631599436631491,0.9965432506836815,0.9992958873702636
80PER_3_6C,29,0.9978647827120372,0.0010163243313508039,0.996412494512996,0.9993170709110782
80PER_3_6C,30,0.9978082929034549,0.00106863610889105,0.9962812531956197,0.99933533261129
80PER_3_6C,31,0.9977501594661187,0.0011201250358917822,0.9961495440711157,0.9993507748611216
80PER_3_6C,32,0.997690442264921,0.001170820871960398,0.9960173844790474,0.9993635000507944
80PER_3_6C,33,0.9976292011647548,0.0012207533767048136,0.9958847917589781,0.9993736105705315
80PER_3_6C,34,0.9975664960305126,0.0012699523097324831,0.995751783250471,0.9993812088105541
80PER_3_6C,35,0.9975023867270874,0.001318447430651178,0.9956183762930894,0.9993863971610851
80PER_3_6C,36,0.9974369331193714,0.0013662684990686077,0.9954845882263964,0.9993892780123464
80PER_3_6C,37,0.9973701950722578,0.0014134452745923546,0.9953504363899554,0.9993899537545601
80PER_3_6C,38,0.9973022324506391,0.001460007516830186,0.9952159381233294,0.9993885267779485
80PER_3_6C,39,0.9972331051194081,0.001505984985389582,0.9950811107660822,0.9993850994727337
80PER_3_6C,40,0.9971628729434573,0.0015514074398784358,0.9949459716577767,0.9993797742291379
80PER_3_6C,41,0.9970915957876796,0.0015963046399041952,0.994810538137976,0.9993726534373829
80PER_3_6C,42,0.9970193335169676,0.0016407063450747373,0.9946748275462437,0.9993638394876916
80PER_3_6C,43,0.9969461459962141,0.001684642314997516,0.9945388572221429,0.9993534347702854
80PER_3_6C,44,0.9968720930903119,0.0017281423092803646,0.9944026445052366,0.9993415416753868
80PER_3_6C,45,0.9967972346641534,0.001771236087530947,0.9942662067350885,0.9993282625932182
80PER_3_6C,46,0.9967216305826315,0.0018139534093567819,0.9941295612512617,0.9993136999140013
80PER_3_6C,47,0.9966453407106389,0.001856324034365674,0.9939927253933194,0.9992979560279586
80PER_3_6C,48,0.9965684249130684,0.0018983777221651932,0.9938557165008247,0.9992811333253119
80PER_3_6C,49,0.9964909430548126,0.0019401442323632699,0.993718551913341,0.999263334196284
80PER_3_6C,50,0.9964129550007641,0.001981653324567095,0.9935812489704318,0.9992446610310962
80PER_3_6C,51,0.9963345112695853,0.0020229318524280803,0.9934438198179292,0.9992252027212412
80PER_3_6C,52,0.9962556249950164,0.0020639950457718363,0.9933062558267414,0.9992049941632916
80PER_3_6C,53,0.9961762999645674,0.0021048552284669473,0.9931685431740458,0.9991840567550888
80PER_3_6C,54,0.9960965399657479,0.002145524724382412,0.99303066803702,0.9991624118944759
80PER_3_6C,55,0.9960163487860679,0.0021860158573870207,0.9928926165928411,0.9991400809792943
80PER_3_6C,56,0.995935730213037,0.002226340951349851,0.9927543750186868,0.9991170854073873
80PER_3_6C,57,0.9958546880341653,0.0022665123301395126,0.9926159294917343,0.9990934465765963
80PER_3_6C,58,0.9957732260369624,0.002306542317625286,0.9924772661891608,0.9990691858847642
80PER_3_6C,59,0.9956913480089383,0.0023464432376755686,0.992338371288144,0.9990443247297326
80PER_3_6C,60,0.9956090577376028,0.0023862274141595217,0.9921992309658609,0.9990188845093442
80PER_3_6C,61,0.9955263590104656,0.0024259071709460886,0.9920598313994895,0.9989928866214416
80PER_3_6C,62,0.9954432556150365,0.002465494831904004,0.9919201587662066,0.9989663524638663
80PER_3_6C,63,0.9953597513388256,0.002505002720902339,0.9917801992431897,0.9989393034344615
80PER_3_6C,64,0.9952758499693425,0.002544443161809691,0.9916399390076164,0.9989117609310684
80PER_3_6C,65,0.9951915552940971,0.0025838284784952905,0.9914993642366638,0.9988837463515301
80PER_3_6C,66,0.995106871100599,0.0026231709948276753,0.9913584611075096,0.9988552810936884
80PER_3_6C,67,0.9950218011763584,0.002662483034675985,0.9912172157973308,0.998826386555386
80PER_3_6C,68,0.9949363493088849,0.0027017769219089957,0.991075614483305,0.9987970841344647
80PER_3_6C,69,0.9948505192856882,0.002741064980395675,0.9909336433426095,0.998767395228767
80PER_3_6C,70,0.9947643148942785,0.002780359534004823,0.9907912885524217,0.9987373412361353
80PER_3_6C,71,0.9946777399221655,0.002819672906605355,0.990648536289919,0.9987069435544117
80PER_3_6C,72,0.9945907981568587,0.002859017422066074,0.9905053727322789,0.9986762235814386
80PER_3_6C,73,0.9945034933858684,0.0028984054042559015,0.9903617840566786,0.9986452027150579
